ID,PE,PE Title,Budget Activity,Budget Activity Title,Account,Classified,FY 1999,FY 2000,FY 2000 App,FY 2001,FY 2001 App,FY 2001 PB,FY 2002,FY 2002 App,FY 2002 PB,FY 2003,FY 2003 App,FY 2003 PB,FY 2004,FY 2004 App,FY 2004 PB,FY 2005,FY 2005 App,FY 2005 PB,FY 2006,FY 2006 App,FY 2006 PB,FY 2007,FY 2007 App,FY 2007 PB,FY 2008,FY 2008 App,FY 2008 PB,FY 2009,FY 2009 App,FY 2009 PB,FY 2010,FY 2010 App,FY 2010 PB,FY 2010 OCO PB,FY 2010 OCO Sup,FY 2011,FY 2011 CR,FY 2011 CR OCO,FY 2011 PB,FY 2011 OCO PB,FY 2012,FY 2012 App,FY 2012 OCO App,FY 2012 PB,FY 2012 OCO PB,FY 2013,FY 2013 App,FY 2013 OCO App,FY 2013 PB,FY 2013 OCO PB,FY 2014,FY 2014 App,FY 2014 OCO App,FY 2014 PB,FY 2014 OCO PB,FY 2015 App,FY 2015 OCO App,FY 2015 PB,FY 2015 OCO PB,FY 2016 PB,FY 2016 OCO PB
4350,0204571N,Consolidated Training Systems Development,7,Operational Systems Development,1319,,42903,36853,33565,25206,36774,27059,26048,25233,22407,25974,26439,31421,21900,22460,21719,20322,22433,21644,45875,43615,42248,20296,19085,17857,14824,9620,6987,24646,27582,28017,35912,41511,49293,0,0,39792,57103,0,50750,0,38055,42244,0,42244,0,16798,20229,0,20229,0,38444,39124,0,45124,0,37922,0,39922,0,39087,0
4351,0604742A ,Constructive Simulation Systems Development,5,System Development & Demonstration,2040,,0,0,0,0,0,0,64279,65613,66164,43673,43813,53294,16227,16818,16994,41052,41153,42869,38576,39993,40572,38849,39563,40006,30737,31645,31962,25095,26158,26244,32126,33039,33213,0,0,29287,33460,0,30291,0,27530,28274,0,28305,0,25828,28937,0,28937,0,19596,17004,0,17013,0,4394,0,4394,0,23364,0
4352,0634003D8Z,Continuous Building Commissioning,4,Advanced Component Development & Prototypes,401,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6804,7000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4353,0602602F,Conventional Munitions,2,Applied Research,3600,,39106,36466,37892,51474,52734,45223,48051,49029,49270,62802,58802,60343,45312,46061,46455,50821,51790,52251,58012,62061,58058,60150,61868,62105,61469,58632,57804,56596,57407,55963,57598,58044,58289,0,0,60365,62932,0,61330,0,60725,60656,0,60692,0,70039,77175,0,77175,0,80804,81521,0,81521,0,87387,0,87387,0,99851,0
4354,0603609N,Conventional Munitions,4,Advanced Component Development & Prototypes,1319,,37105,37665,39087,31100,33310,28619,23484,24561,22299,17613,17988,22445,41670,42063,42539,32258,33814,34151,33422,36385,36940,18726,23297,22385,7018,8760,8941,6368,8102,8124,4087,4241,3458,0,0,5333,6063,0,5388,0,4660,4753,0,4753,0,6717,7342,0,7342,0,8380,8404,0,8404,0,7603,0,7603,0,7678,0
4355,0603601F,Conventional Weapons Technology,3,Advanced Technology Development,3600,,21878,19552,20753,21398,22523,22731,37190,39729,37617,45070,43605,38001,35441,37198,30516,24680,27255,22398,35916,30519,18660,38602,38530,19658,18698,18379,16904,16771,17166,11813,13991,14296,14356,0,0,14764,16167,0,15755,0,44057,45542,0,54042,0,32518,36352,0,36352,0,33410,33996,0,33996,0,42046,0,42046,0,48536,0
4356,0603738D8Z,Cooperative DoD/VA Medical Research,3,,400,,5855,7674,7415,991,991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,0603658N,Cooperative Engagement,4,Advanced Component Development & Prototypes,1319,,189667,182307,189877,173321,177612,119257,107334,105689,74231,106020,109606,86144,86996,86725,72506,99618,102150,103452,95824,99557,88135,52688,64296,53406,34916,36513,33283,43424,42999,38316,58278,60334,56586,0,0,57198,58827,0,52282,0,54422,54783,0,54783,0,50058,56512,0,56512,0,52539,53572,0,69312,0,37310,0,43578,0,76247,0
4358,0102445F,Counterdrug Aerostats,7,,3600,,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,0305889G,Counterdrug Intelligence Support,7,Operational System Development,400,,5428,8343,0,7096,0,0,7089,0,0,0,0,0,0,0,0,6774,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,20400,,,,,,0,0,,,1004,,,0,0,0,0,,,0,0
4360,0603889N,Counterdrug RDT&E Projects,4,Advanced Component Development & Prototypes,1319,,24802,24091,0,21468,0,0,24809,0,0,16200,0,0,12079,0,0,21950,3756,0,32360,8150,0,76137,2192,0,65177,7939,0,62439,0,0,14522,0,0,0,0,8700,0,0,0,0,7354,0,0,0,0,500,0,0,0,0,,0,0,0,0,,,0,0,,
4361,0603889A,Counterdrug RDT&E Projects,4,,2040,,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,0208889F ,Counterdrug USSOUTHCOM Support,7,,3600,,0,0,0,18000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,0602712A,Countermine Systems,2,Applied Research,2040,,10265,14992,14380,17228,17721,12386,21995,22889,16689,18408,16857,13186,26170,26016,21291,26267,26279,20547,26698,29171,19293,26332,27135,22088,24252,30294,21795,27827,32308,21815,27892,23621,18945,0,0,18507,21118,0,19118,0,32226,32728,0,20280,0,28875,18850,0,18850,0,30019,30563,0,20574,0,29428,0,25939,0,25068,0
4364,0603160BR,Counterproliferation Initiatives - Proliferation Prevention and Defeat,3,Advanced Technology Development,400,,51954,79862,80582,76624,76624,77391,162565,89687,89772,105164,80377,77389,88122,90338,76277,89839,90362,74456,105361,107879,96143,111911,116630,104582,211146,215609,213240,221471,218958,211325,236408,238773,233203,0,0,301571,294642,0,295163,0,279166,283073,0,283073,0,250288,275022,0,275022,0,282719,274033,0,274033,0,291694,0,283694,0,290654,0
4365,0605160BR,Counterproliferation Support,6,,400,,9114,5258,5271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,0605160D8Z,Counterproliferation Support,3,,400,,0,1742,1449,1470,1470,1483,1764,1764,1781,1683,1729,1806,1793,1851,1882,11651,11813,1958,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,0604421F ,Counterspace Systems,5,System Development & Demonstration,3600,,0,0,0,0,0,0,0,0,0,37077,39458,40053,70729,81629,82565,25351,26053,75863,28203,29074,24651,44596,50253,47292,59379,63819,53412,64318,76147,74918,60141,63838,64248,0,0,37994,41328,0,40276,0,28946,31578,0,31913,0,25775,28797,0,28797,0,22655,22655,0,23930,0,23424,0,23746,0,24208,0
4368,0603231F,Crew Systems and Personnel Protection Technology,3,Advanced Technology Development,3600,,28372,31474,30953,17088,17319,12479,32115,34023,32356,37959,39235,29690,40873,42822,34487,29375,33595,32794,33570,34968,29775,39503,43890,32156,36084,38406,28558,35742,36411,26630,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4369,0305125D8Z,Critical Infrastructure Protection (CIP),7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,6156,2023,2051,27260,27367,28021,19166,12166,11363,14068,13643,12422,13265,12587,12667,15594,17802,12700,16449,16590,12725,0,0,10382,10467,0,10486,0,12814,12818,0,13008,0,9339,10462,0,10462,0,9711,9728,0,9752,0,8834,0,8846,0,0,0
4370,0605110BR,Critical Technology Support,6,,400,,0,2499,2198,3901,3901,3927,3168,3213,3313,1823,1815,1862,1797,1838,1858,1919,1919,1937,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,0301011G ,Cryptologic Activities,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,0204574N ,Cryptologic Direct Support,7,Operational Systems Development,1319,,0,0,0,0,0,0,0,0,0,0,0,0,1417,1448,1466,1414,1442,1460,1402,1401,1422,1420,1420,1425,1434,1434,1443,1437,1437,1441,1602,1602,1609,0,0,1511,1709,0,1519,0,1447,1447,0,1447,0,1610,1756,0,1756,0,2703,2703,0,2703,0,1627,470,1157,0,1915,0
4373,0207277F ,ISR Innovations,7,Operational Systems Development,3600,,0,0,0,0,0,0,1871,1874,1961,1671,1879,1920,2856,2856,1880,1780,1822,1879,1626,1695,1737,1554,1587,1612,0,0,0,0,0,0,23083,11261,4621,0,0,115300,0,0,0,0,16199,50000,50000,0,0,,0,0,0,0,,,,0,0,,,,,,
4374,0605277F,CSAR-X RDT&E,5,System Development & Demonstration,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,232232,305062,13788,14975,89975,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,
4375,0401318F ,CV-22,5,System Development & Demonstration,3600,,0,0,0,0,0,0,145648,188649,10008,7736,11201,11449,53459,65144,65703,14175,16295,16439,33672,39955,39532,12756,26501,26601,23417,16583,16688,17992,18512,18562,18953,19640,19640,0,0,17648,18747,0,18270,0,12836,13223,0,20723,0,19741,28027,0,28027,0,46705,46705,0,46705,0,0,0,0,0,0,0
4376,0305103D8Z,Cyber Security Initiative,7,Operational Systems Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,992,994,1000,984,985,993,0,0,496,500,0,501,0,,411,0,411,0,,,,0,0,,,,,,,,,,,
4377,0305103E,Cyber Security Initiative,6,Management Support,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49865,49865,50000,49791,49791,50000,0,0,9949,9982,0,10000,0,3471,5000,0,10000,0,1961,1801,0,1801,0,,0,0,0,0,,,0,0,,
4378,0305103F,Cyber Security Initiative,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2078,2083,1992,2065,2065,0,0,1961,2083,0,2030,0,1920,1981,0,2026,0,1900,2055,0,2055,0,1979,2048,0,2048,0,0,0,0,0,0,0
4379,0305103K,Cyber Security Initiative,7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,12765,12800,10023,10038,10080,0,0,2240,2247,0,2251,0,4141,4341,0,4341,0,3216,4189,0,4189,0,3644,3658,0,3658,0,3234,0,3234,0,2976,0
4380,0305103G,Cyber Security Initiative,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,0301371G,Cyber Security Initiative - CCP,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,0301372N,Cyber Security Initiative - GDIP,7,,1319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,0301372L,Cyber Security Initiative - GDIP,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,0605897E,DARPA Agency Relocation,6,Management Support,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27924,27924,28000,44812,44812,45000,0,0,12344,10981,0,11000,0,1000,1000,0,1000,0,,0,0,0,0,,,,0,0,,,,,,
4385,0204202N,DDG-1000,5,System Development & Demonstration,1319,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507742,524269,539053,0,0,348763,617999,0,549241,0,249780,257580,0,261604,0,120842,124655,0,124655,0,189580,187904,0,187910,0,202517,0,202522,0,103199,0
4386,0601114D8Z,Defense Experimental Program to Stimulate Competitive Research,1,Basic Research,400,,0,0,0,21797,21797,9859,16824,16824,9901,15197,16455,9864,10951,9578,0,13821,13132,9590,11817,12365,9164,8992,9478,9532,19894,16931,5878,14259,14752,2833,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4387,0604051D8Z,Defense Acquisition Challenge Program (DACP),5,System Development And Demonstration,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24727,25116,0,33198,33533,28975,28665,29332,29500,28188,28718,28970,26979,28409,30363,36293,28629,28862,0,0,22270,24301,0,24344,0,24833,24836,0,0,0,,0,0,0,0,,,,0,0,,,,,,
4388,0605648D8Z,Defense Acquisition Executive (DAE) Pilot Program,5,System Development and Demonstration (SDD),400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,985,1000,5844,5980,6015,5655,5788,5838,5392,5851,5883,4128,4232,4267,0,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,
4389,0303165K ,Defense Collaboration Tool Suite (DCTS),7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,11969,12689,14915,6554,6590,8503,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,0601114A ,Defense Experimental Program to Stimulate Competitive Research,1,,2040,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9730,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,0605737A,Defense Foreign Language Training Research,6,,2040,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4800,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,0305183L ,Defense Human Intelligence (HUMINT) Program (DHIP),7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,0305102BQ,Defense Imagery and Mapping Program,7,,400,,109098,102708,104839,102035,102035,74975,136400,135043,115209,0,160237,143488,0,0,161873,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,0302019K,Defense Info Infrastructure Engineering and Integration,7,Operational System Development,400,,5584,4621,3421,6684,6773,5704,8393,6471,6544,6802,7325,7554,2337,2423,2460,3104,2437,2517,31186,5388,5466,35790,33879,34007,8249,5229,5548,16002,15852,16054,28188,16435,17655,0,0,34884,16600,0,16629,0,15307,15179,0,8366,0,9534,14498,0,14498,0,11031,10831,0,12867,0,9612,0,9657,0,10186,0
4395,0604130V ,Enterprise Security System (ESS),7,Operational System Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16609,16609,16850,40305,35305,35439,9798,34198,34417,10914,11518,11533,1376,1378,1384,0,0,995,5512,0,5522,0,6206,6206,0,8706,0,8159,8866,0,8866,0,7552,7552,0,7552,0,3988,0,3988,0,7929,0
4396,0605018BTA,Defense Integrated Military Human Resources System (DIMHRS),5,System Development and Demonstration (SDD),400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79300,79300,79300,43379,37299,37400,18710,18710,70000,0,0,11800,11779,0,11800,0,,0,0,0,0,,,,0,0,,,,,,,,,,,
4397,0605018SE ,Defense Integrated Military Human Resources System (DIMHRS),5,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56933,51974,0,77020,65090,20322,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,0605014N ,Defense Integrated Military Human Resources System (DIMHRS) - RDT&E,5,,1319,,0,0,0,0,0,0,44410,46767,47184,51788,50115,51297,74304,75441,78724,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,0305146F,Defense Joint Counterintelligence Activities,7,Operational Systems Development,3600,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39,39,39,39,0,0,40,41,0,40,0,39,39,0,39,0,0,342,0,342,0,10,10,0,330,0,40,0,360,0,361,0
4400,0305146L,Defense Joint Counterintelligence Activities,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,0305146BZ ,Defense Joint Counterintelligence Program (JMIP),7,,400,,0,0,0,0,0,0,0,0,0,23035,23194,0,79462,105462,82266,47720,47757,32939,21785,20115,20406,27430,21547,20791,4136,2933,2951,,4484,2947,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,0305146D8Z,Defense Joint Counterintelligence Program (JMIP),7,,400,,0,0,0,0,0,0,17939,17939,5977,66500,66508,6058,29293,30312,30757,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,0303129K,Defense Message System,5,,400,,0,0,0,10748,10778,11340,10966,11297,11423,11279,11446,11803,12390,9662,10170,9179,5584,6623,11717,13176,13367,11187,11160,11202,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,0305160F,Defense Meteorological Satellite Program (SPACE),7,,3600,,19983,20339,21207,22129,25139,25372,12838,11871,12259,5031,3816,3875,10355,907,918,0,0,0,3749,3852,3908,936,963,969,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,0604774D8Z,Defense Readiness Reporting System (DRRS),6,Management Support,400,,0,0,0,0,0,0,0,0,0,0,0,0,14820,15336,18575,18768,19335,19691,15229,15229,13475,13231,13146,10322,11760,11784,11886,11300,11322,11385,14838,15247,13121,0,0,4938,5104,0,5113,0,6598,6600,0,6658,0,5815,6383,0,6383,0,6353,6356,0,6393,0,5607,0,5616,0,5581,0
4406,0305159F,Defense Reconnaissance Support Activities (SPACE),7,,3600,Classified (Named),0,36491,36623,39859,41218,45149,44800,46249,46578,41631,41631,42076,97948,95961,232287,0,187678,219345,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,0305159I,Defense Reconnaissance Support Activities (SPACE),7,,400,,44141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,0601153N,Defense Research Sciences,1,Basic Research,1319,,339479,351867,358757,371665,377642,381139,378742,388353,389829,393056,396330,393557,364243,375363,368517,370229,380441,375812,365547,371048,356885,379581,384126,366649,377395,383217,374052,405561,420003,407271,423623,429107,413743,0,0,416617,483568,0,429767,0,446141,454070,0,446123,0,433080,473070,0,473070,0,477403,488387,0,484459,0,497103,0,443697,0,451606,0
4409,0601101E,Defense Research Sciences,1,Basic Research,400,,57369,62940,67608,99647,108806,90415,141900,142303,121003,171383,199030,175646,130223,139434,151029,165101,169571,143729,127893,133308,130090,139521,145239,150690,168005,174996,152622,187157,202487,195657,194031,205915,226125,0,0,287561,327615,0,328195,0,283318,290773,0,290773,0,273750,309051,0,309051,0,293284,315033,0,315033,0,332146,0,312146,0,333119,0
4410,0601102A,Defense Research Sciences,1,Basic Research,2040,,122255,122998,125918,133081,136650,132164,135535,144240,138281,138432,140493,139633,151079,156146,128798,164449,163443,131206,172510,173533,137898,166403,170122,137568,164633,165020,137676,193968,198103,176959,196921,197471,173024,0,0,190019,216335,0,195845,0,207983,213604,0,213942,0,197690,219180,0,219180,0,216774,221783,0,221901,0,248283,0,238167,0,239118,0
4411,0601102F,Defense Research Sciences,1,Basic Research,3600,,197507,208178,213822,206638,212688,206149,221683,226322,220869,211559,217863,219144,210206,212897,204754,246414,252113,217304,256565,241436,223894,271481,281156,250232,275207,288601,258259,299830,313845,309926,323753,328471,321028,0,0,336021,360148,0,350978,0,347833,364328,0,364328,0,323869,361787,0,361787,0,364195,373151,0,373151,0,389979,0,314482,0,329721,0
4412,0303110F,Defense Satellite Communications System (SPACE),7,,3600,,10405,3456,5015,6799,7261,7328,3006,3856,3895,2009,2016,2046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,0305911F,Defense Support Program (SPACE),7,,3600,,13971,7708,7361,12779,9374,9462,5890,6142,6363,1935,2024,2090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,0605801KA ,Defense Technical Information Center (DTIC),6,Management Support,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42363,42395,0,49255,49255,49969,51733,51733,51929,51488,51188,51800,53450,52553,52696,49205,49205,54411,0,0,57790,60946,0,61054,0,56269,56269,0,56269,0,50839,55454,0,55454,0,56024,56024,0,56024,0,50389,0,50389,0,51775,0
4415,0605801K,Defense Technical Information Services (DTIC),6,,400,,45040,45495,45495,44381,44187,45350,45674,43738,44228,42963,42396,45249,42690,43494,44162,0,0,45203,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,0605798D8Z,Defense Technology Analysis,6,Management Support,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11375,13608,11927,9503,10979,11040,12108,11710,11005,0,0,12991,13834,0,13858,0,16858,15582,0,16135,0,10940,12056,0,12056,0,9393,8332,0,8362,0,22074,0,12105,0,13960,0
4417,0605798S,Defense Technology Analysis,6,,400,,7741,9773,9775,7975,7975,5048,5626,4950,5109,6625,5017,5201,5148,5035,5209,7120,7126,7279,6991,6991,5393,7763,7947,5577,1800,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,0603680D8Z,Defense-Wide Manufacturing Science and Technology Program,3,Advanced Technology Development,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22415,23594,10000,17142,18280,11981,20992,23546,14638,0,0,41388,18883,0,18916,0,49026,46277,0,17888,0,49532,21966,0,21966,0,59996,59014,0,34041,0,90966,0,91095,0,157056,0
4419,0607917F,Demonstration of Self Sustaining Energy Technology for Basic Expeditionary Airfi,7,Operational system development,3605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4860,5000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4420,0604016D8Z,Department of Defense Corrosion Program,4,Advanced Component Development And Prototypes,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7402,7619,5141,7124,7125,4966,18253,18917,4983,18387,22279,5102,21895,22107,4887,0,0,38463,4794,0,4802,0,34249,34153,0,3221,0,30221,3283,0,3283,0,19637,20312,0,3312,0,12907,0,2907,0,1518,0
4421,0603932F,Deployable Multi-Fuels Electric Generator,3,Advanced technology development,3605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4422,0603713S,Deployment and Distribution Enterprise Technology,5,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,0702207F,Depot Maintenance (Non-IF),7,Operational Systems Development,3600,,1438,4605,4744,3336,3482,1515,2595,2719,1542,2209,2296,1340,1337,1394,1406,1328,1418,1431,1349,1388,1408,1411,1452,1457,1459,1501,1510,1489,1527,1531,1456,1508,1508,0,0,1462,1554,0,1514,0,1531,1531,0,1531,0,1455,1588,0,1588,0,1605,1605,0,1605,0,1407,0,1407,0,1525,0
4424,0702207N,Depot Maintenance (Non-IF),7,Operational Systems Development,1319,,49288,42822,39764,37337,39802,34166,15938,13448,13569,12839,6947,7119,8524,8972,9073,4200,7000,0,12051,12461,10012,5878,6137,2960,20943,18988,19402,9839,11100,21130,14186,14614,14675,0,0,17750,20984,0,18649,0,24473,21446,0,21609,0,20387,27391,0,27391,0,25630,28042,0,28042,0,21168,0,21168,0,24185,0
4425,0632007A,"Develop smaller, lighter cogeneration and absorption environmental control syste",2,Applied Research,2041,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6318,6318,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4426,0603939F,Development and Demonstration of High Efficiency Portable Fuel Cells,3,Advanced technology development,3605,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1944,2000,0,,0,0,0,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,
4427,0605808F,Development Planning,6,,3600,,3908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,0605804D8Z,Development Test and Evaluation,6,Management Support,400,,0,0,0,43510,43510,43915,45829,45829,46382,46944,49252,48913,11119,8808,8938,8615,8676,8882,8483,8733,8873,9155,9150,9203,17452,18550,18712,22208,23566,20396,33115,23322,23512,0,6438,24978,18655,0,18688,0,18389,18621,0,15805,0,19116,15110,0,15110,0,18698,19394,0,15451,0,19160,0,15187,0,17371,0
4429,0605804D8Z,Development Test and Evaluation,6,,450,,94253,99840,99840,10655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,0605804D8Z,Development Test and Evaluation,6,,460,,0,0,0,52786,52786,53275,63884,60525,59447,63426,64140,62941,103712,104381,103245,107618,107701,112679,110999,112199,114190,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,0305865L,DIA support to SOCOM Intelligence Activities,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,0305866L,DIA support to SOUTHCOM Intelligence Activities,7,,400,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,0203758A,Digitization,7,Operational Systems Development,2040,,40056,31414,29941,30820,30384,29671,31420,32027,29302,27727,32158,28968,17865,18049,18251,24055,29045,24506,12878,13152,12343,14490,14709,13373,10426,9675,9737,7835,9502,9534,8218,10636,10692,0,0,6103,6991,0,6329,0,7771,8016,0,8029,0,34225,35180,0,35180,0,5978,6183,0,6186,0,5993,0,10912,0,4361,0
